"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Psmb2",4843.08593989688,0.27701034336144,0.0337967721700427,8.19635502371973,2.47785804733078e-16,1.13075218867841e-15
"Extl1",405.259028859874,0.0699286063078899,0.0991213912811498,0.705484511507139,0.480508767370317,0.605707345606192
"Zfp593",23.6022482768806,0.263664397346394,0.418297721523543,0.630327118173305,0.52848058400325,0.651016735192257
"Cnksr1",107.636591640847,0.40917649719786,0.191369664530042,2.13814712066669,0.0325048045672521,0.0601265344212338
"Ago3",1863.79624801935,0.146815193169303,0.0546355993461377,2.6871709091937,0.0072060071174888,0.0149258281003794
"Sh3bgrl3",1286.8289024332,0.111359751704542,0.0582157054896208,1.91288159729329,0.0557632119758627,0.0980358165662128
"Tekt2",25.6194047869585,-0.00288651757420297,0.390739257616572,-0.007387324201336,0.994105821684223,0.995991822201133
"Trappc3",2094.95309596367,0.204310837106725,0.0477747796956349,4.27654169016278,1.8981902260628e-05,5.12906009407474e-05
"Gpn2",833.661386410699,1.12946640461625,0.0888621264549677,12.7103238429549,5.18193982029535e-37,3.90451524529224e-36
"Map7d1",10805.3792937819,0.0644265018149159,0.0251495400745871,2.56173678022912,0.0104150219837052,0.0210661527781242
"Gpatch3",328.173229592597,0.365214992209239,0.11016321225054,3.31521734659157,0.000915718956767724,0.00212762478288369
"Nudc",7797.65593376741,0.286865666731318,0.0295313762287792,9.71392814574485,2.63001456003313e-22,1.42902966089379e-21
