"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant"
"Gm52964",-0.393040756126868,0.828027042988735,-2.12668692237478,0.0519144343668707,0.0676442914238027,-6.90057847683311,"stable"
"Letm2",-0.341956202769129,1.12088126803053,-2.12654814165459,0.0519277771861166,0.0676552630245509,-6.90081698148692,"stable"
"Cd28",0.541614274313746,-1.00843636420581,2.1239862321058,0.0521746597671096,0.0679704761932847,-6.90521838710361,"stable"
"Sephs1",0.0563549732437435,6.7450633578413,2.12380598026913,0.0521920709825188,0.0679867143951984,-6.90552796137271,"stable"
"H1f3",0.589914293136252,-0.223924474652765,2.12321655461576,0.0522490435151241,0.0680544782099949,-6.90654017961658,"stable"
"Gm26586",0.514700487380251,-0.50230524007886,2.12227701243683,0.0523399768294785,0.0681664589732163,-6.90815335592528,"stable"
"Slc12a7",0.0489141682771477,6.86002169528544,2.12179716042954,0.0523864757947257,0.0682205536595329,-6.90897711258783,"stable"
"B3gntl1",-0.127600315581214,3.67531152586432,-2.1212577988799,0.0524387871470322,0.0682822065891814,-6.90990291537074,"stable"
"Dtx3l",0.14838186630377,4.01054032434893,2.12047869292748,0.0525144362861869,0.0683742338307458,-6.91124002264126,"stable"
"Mrpl47",0.131694279560893,4.09137623234365,2.11943355611262,0.0526160753219832,0.0685000794946801,-6.91303330070064,"stable"
"ENSMUSG00000121184",-0.248424163085908,1.58118460429374,-2.11900588903655,0.0526577183187655,0.0685478007741157,-6.91376697506931,"stable"
"Gm45767",0.608437577465113,-1.06363949701443,2.11754527885455,0.0528001721242014,0.068726732235536,-6.91627212126601,"stable"
"Prpf6",-0.0551819108359603,6.74578483741689,-2.11719921249061,0.0528339764254195,0.0687642208324779,-6.91686554313536,"stable"
"Tmub1",-0.139971609245701,3.51704186097441,-2.11684222430876,0.0528688686163062,0.0688031181007965,-6.91747764141059,"stable"
"Gm6552",-0.491492830328865,0.554757010177862,-2.11641275964332,0.0529108730081185,0.0688512628880497,-6.91821393924953,"stable"
"Dennd3",-0.131487651673377,3.98322091334087,-2.11582817658637,0.0529680987016969,0.068919203687979,-6.91921605785205,"stable"
"Gm15429",-0.488404092967974,0.0433057907795187,-2.11573117386157,0.0529775999904159,0.0689250411083185,-6.91938233059761,"stable"
"Gmcl1",0.0724102802384778,5.62129047265064,2.11536807065891,0.0530131794996452,0.0689648025596899,-6.92000469258763,"stable"
"Gm42595",0.324446319536818,1.08960244972598,2.11486883793234,0.0530621341471674,0.0690219545446402,-6.92086029252413,"stable"
"Gm12960",-0.474283588626766,2.51514177781896,-2.11359929847805,0.0531868137642346,0.0691775876195363,-6.92303560143075,"stable"
"E030042O20Rik",-0.345043101053097,0.775392648674524,-2.11343600408381,0.053202870366156,0.0691919237615867,-6.92331535178685,"stable"
"Gm13056",0.280213471361474,2.20407796096586,2.11319271959281,0.0532268006619832,0.0692164961962624,-6.92373211789825,"stable"
"Kcnrg",-0.56815220907617,-1.37239688932378,-2.11235710404808,0.0533090706770706,0.0693169221746129,-6.925163408022,"stable"
"Gm13680",-0.191307610887356,2.80961539521495,-2.11167549599914,0.0533762652418612,0.0693917846934056,-6.92633069040108,"stable"
"Thap1",0.186637338488167,3.18446801266698,2.11167065847611,0.0533767424169589,0.0693917846934056,-6.92633897417188,"stable"
"Spindoc",-0.0839176512801672,5.09439186743083,-2.11106254207987,0.0534367587441023,0.0694632376978097,-6.92738023470853,"stable"
"A730063M14Rik",-0.488914555410083,-0.603263940214896,-2.1101473409976,0.0535271998156804,0.0695742230250342,-6.92894701760354,"stable"
"Zfyve9",-0.0687728649308847,5.65585653472687,-2.11008229226441,0.0535336333916585,0.0695760054217451,-6.92905836482139,"stable"
"Tmem240",0.418677916319985,0.218184849195896,2.1086030609782,0.0536801287436522,0.0697598042220836,-6.93158996419625,"stable"
"Lrrc46",-0.541533185847084,-0.822821274078182,-2.10764966641585,0.0537747447169101,0.069876154995671,-6.93322114780596,"stable"
"Larp6",-0.201407898541216,3.00191873981585,-2.10733968791416,0.0538055406066293,0.0699095623083298,-6.93375141509025,"stable"
"H2-DMa",-0.409757607084768,-0.034887275826066,-2.10721929430709,0.053817505931625,0.0699155257531962,-6.93395735659269,"stable"
"Dnah7b",-0.475864212670984,-0.0465707177256026,-2.10719114092726,0.0538203043123411,0.0699155257531962,-6.93400551400209,"stable"
"Rasa3",-0.0731068225687444,5.6280781348569,-2.10690899248071,0.0538483566595339,0.0699453561977727,-6.934488121194,"stable"
"D930015M05Rik",0.729862205956684,-0.713924722448678,2.10681231569265,0.0538579717745006,0.069950878927596,-6.93465347654473,"stable"
"Gm12397",-0.617893168203239,0.261182759909217,-2.10671916139257,0.0538672380603432,0.069950878927596,-6.93481280336154,"stable"
"Gm12254",-0.597881609483985,-0.858494916042439,-2.10671273786548,0.0538678770787017,0.069950878927596,-6.93482378973229,"stable"
"Sec31b",0.420280995784961,-0.0144440187526607,2.10598381554079,0.0539404365644727,0.0700384846615128,-6.9360703776998,"stable"
"Ttc4",0.093640399564969,5.11974387288606,2.1044363385946,0.0540947780342719,0.0702322529097896,-6.93871610447246,"stable"
"Cnot6",-0.0413387785830634,8.47231662660776,-2.10309574986276,0.0542288155036015,0.0703996259829507,-6.94100730340767,"stable"
"Stx16",-0.0630823920125785,6.18728165894714,-2.10134112116031,0.0544047150288412,0.0706213074571585,-6.94400499939473,"stable"
"Gm5451",-0.706505520765293,-0.217626177923367,-2.10021297284226,0.0545180894404474,0.070761792545992,-6.94593170226509,"stable"
"Gm30124",-0.539292182781273,-1.0832105242478,-2.09759812687149,0.0547817124216689,0.0710972479247798,-6.95039539746791,"stable"
"Ppp1r12a",-0.0525324629090204,7.08321835841711,-2.09583788636051,0.0549598397898668,0.0713216918205957,-6.95339860957953,"stable"
"Pms2",0.0910601338268117,4.74924014340324,2.09562343808879,0.0549815774450891,0.0713431646908331,-6.95376439850271,"stable"
"Ghrl",-0.791507909603095,-0.323229695432845,-2.09556227625141,0.0549877786027021,0.0713444755135974,-6.95386871997753,"stable"
"Col16a1",0.0674847990342726,5.45397025254578,2.09526883664162,0.0550175392481943,0.0713763507105137,-6.95436920706667,"stable"
"Nsun3",0.138696468763688,3.97932956310658,2.09517434477187,0.0550271257851313,0.0713820497207027,-6.95453036353372,"stable"
"Pik3r3",0.167790844936654,3.67103191915262,2.09333423669927,0.0552141196322011,0.0716178614783854,-6.95766792742979,"stable"
"Gm21781",0.22662292430165,1.95717726202631,2.09254008873581,0.0552950032696699,0.0717160068829237,-6.95902158508098,"stable"
"Rnpc3",-0.106039142023717,4.47561212894089,-2.08992037614366,0.055562597502825,0.0720562691148166,-6.96348509902947,"stable"
"Dynlt1f",-0.0832530375091513,5.18378131410841,-2.08982156920293,0.0555727136717289,0.0720625886125335,-6.96365339117031,"stable"
"Zfp125",-0.18194102778898,2.61899545207231,-2.08892298408664,0.0556647918705303,0.072175179195148,-6.96518370903678,"stable"
"Gm5805",-0.2288432693236,4.02261799201564,-2.08755892125095,0.0558048372584931,0.0723499371078888,-6.9675060944422,"stable"
"Prdm2",0.0687963115227256,6.03922893207399,2.08697791389448,0.0558645868791224,0.0724205698987604,-6.96849504849647,"stable"
"Tamm41",0.104208580107019,4.57875538221155,2.0864419512107,0.0559197566235815,0.0724822482970546,-6.9694072030591,"stable"
"Thsd1",-0.533795483487784,0.313968577302166,-2.08641324903562,0.0559227125248812,0.0724822482970546,-6.96945604782593,"stable"
"Gm15835",-0.510658278587756,-0.710326022734272,-2.08620469985496,0.0559441943560036,0.0725032538641125,-6.96981094197364,"stable"
"Tut4",0.0619054104301988,6.07549827228483,2.08572761349558,0.055993365828842,0.0725601376533664,-6.97062274396514,"stable"
"ENSMUSG00000121053",-0.595112553218741,-0.721033519868433,-2.08490835621142,0.056077896748763,0.0726628276529649,-6.97201655204888,"stable"
"Shisa5",-0.06493117797054,5.85052508167102,-2.08433317015144,0.0561373148585677,0.0727329614834233,-6.97299494921989,"stable"
"Zscan29",-0.0893320652484492,4.63968175483781,-2.08409283363685,0.056162159429423,0.0727582919406155,-6.97340372223465,"stable"
"Plrg1",-0.0743279535094582,6.16981219377586,-2.08364734320765,0.0562082384736131,0.0728111243714739,-6.97416136329037,"stable"
"Gm28941",-0.390521347446761,0.286901002983314,-2.08296899120477,0.0562784705154339,0.0728952312472079,-6.97531486706272,"stable"
"Dpcd",0.14157799047128,3.71075337684078,2.08262308418965,0.0563143146247626,0.0729347851679925,-6.97590298910227,"stable"
"Pds5b",0.0482813330645249,7.14043989439867,2.08174295518093,0.0564056118325877,0.0730461442595953,-6.9773991818773,"stable"
"Gm14122",-0.450897713317626,0.0489523813276499,-2.07968446334915,0.0566196766273637,0.0733164533226386,-6.98089726315856,"stable"
"Gm12922",-0.516552513382015,-0.53239912852967,-2.07740992391151,0.0568570808350812,0.0736169306639055,-6.98476037364255,"stable"
"Sptbn4",-0.437370416964798,-0.495744651964462,-2.07633967364405,0.0569691055034809,0.0737550288281689,-6.98657733462734,"stable"
"Gm5559",0.477215925522701,5.09515388376986,2.07543383068943,0.057064080603107,0.0738710298397949,-6.98811479751501,"stable"
"Mfsd8",0.153936258642222,3.33461751941464,2.07525462548729,0.0570828870771546,0.0738884158964412,-6.98841891591908,"stable"
"Efcab9",0.434463079083423,-0.108927791947466,2.07507039455762,0.0571022269343198,0.0739064890277136,-6.98873154879658,"stable"
"Pml",0.0593891166319278,6.45471172608564,2.07447046434789,0.0571652472338523,0.0739810883222285,-6.98974950641795,"stable"
"Fzd5",0.062967680972878,5.85569763316244,2.07278289561792,0.0573428640956516,0.0742039661171863,-6.99261213155946,"stable"
"Zfp229",-0.154097657456591,3.60325064966263,-2.07066949459145,0.0575660181192607,0.0744857233130407,-6.99619536647131,"stable"
"Nampt",0.0686079935641633,6.65685999676704,2.06733587988304,0.0579196436621648,0.0749362310545791,-7.00184353338912,"stable"
"Gm15283",-0.347774022498698,0.537071898411848,-2.06678816999083,0.0579779352991245,0.0750045879848613,-7.00277106247493,"stable"
"Rabepk",-0.106038909618504,4.48774806489101,-2.06603577641181,0.0580580992110802,0.0751012249936081,-7.00404500500664,"stable"
"Carf",-0.152462790653663,3.50599894390818,-2.06470369896694,0.0582002763585547,0.0752780536676055,-7.00629985867764,"stable"
"C330018D20Rik",0.177434804575349,3.32401005947648,2.06463976881887,0.0582071079068528,0.0752798053139912,-7.00640805610478,"stable"
"Klhl20",0.0736695760058934,5.53873350912907,2.06343663501258,0.0583358122298397,0.0754348114974825,-7.00844394744677,"stable"
"Polr1d",0.110738996090053,6.76825998153908,2.06341678952008,0.058337937384076,0.0754348114974825,-7.00847752386817,"stable"
"Fam199x",-0.0789168071657685,5.38551170908468,-2.06306720910516,0.058375383900241,0.0754761313570002,-7.00906894797736,"stable"
"Cdc14b",0.0866248728430639,5.41982722854582,2.06200738550589,0.058489046029082,0.0756159767306653,-7.01086164502527,"stable"
"Med1",0.0606522583709096,6.58074148445025,2.06170278954748,0.0585217505283841,0.0756511417665643,-7.01137678030918,"stable"
"Map4k2",-0.0600649072292386,6.09780679458433,-2.06161223291458,0.0585314768532569,0.0756565990662243,-7.01152992267764,"stable"
"Ndufs5",-0.126477135221887,4.99647794027262,-2.05778625723652,0.0589437732218514,0.0761823602746968,-7.01799685388745,"stable"
"Runx1",0.0690937642468591,6.20242519732917,2.05619341663006,0.0591162091246663,0.0763980421447498,-7.02068730185906,"stable"
"Gm9843",-0.259123589740922,2.12191597830459,-2.05527726871436,0.0592155987788431,0.0765192919910135,-7.0222342540741,"stable"
"Prpf39",-0.0714342732365804,5.90588212083808,-2.05414879144046,0.0593382348280439,0.0766705555585818,-7.0241392281724,"stable"
"Slc26a8",-0.502957973665217,-1.06764889898121,-2.05135887009691,0.0596424310659423,0.0770563613997284,-7.02884647904907,"stable"
"Mtif3",0.150412280519576,3.83224321083657,2.05096432386638,0.0596855657033207,0.0771048420929073,-7.02951189540546,"stable"
"Clec16a",-0.0912407904177471,4.97079161479215,-2.05086137628602,0.0596968253980269,0.0771121398750453,-7.02968550894525,"stable"
"Zfp85",-0.25538144693302,1.32884476412823,-2.05055904016346,0.0597299041377838,0.0771476179371958,-7.0301953497237,"stable"
"ENSMUSG00000120664",-0.476103943892065,0.0148135599744158,-2.04994225933844,0.0597974387489205,0.0772275886266832,-7.03123532591529,"stable"
"9030624G23Rik",0.365610479569465,0.536574680051852,2.04911761534083,0.0598878432120658,0.0773370776197155,-7.03262552640561,"stable"
"Them4",-0.178499185629071,2.78893878298198,-2.04725775660005,0.0600921986450161,0.0775936845337375,-7.03575981324378,"stable"
"Efcab2",-0.336122561901587,1.81298051480294,-2.04701277854791,0.0601191638391739,0.0776212106909917,-7.03617254369771,"stable"
"Gm6451",-0.463483495553571,-0.750920713016098,-2.04541718021414,0.0602950669285596,0.0778410106956719,-7.03886010467592,"stable"
"Scarb2",0.0451443200305207,7.38021500132548,2.04431790246131,0.0604165296349287,0.0779904934068244,-7.04071102995065,"stable"
"Spata7",-0.184687543537621,2.82772960781523,-2.04389197586674,0.0604636520926991,0.078043992708683,-7.0414280467585,"stable"
"Zfp960",-0.2480852351979,1.98180126711503,-2.04341069582248,0.060516939269126,0.0781054383805867,-7.04223815066016,"stable"
"Dpp8",-0.0606313895013703,6.7739777334998,-2.04311467049911,0.0605497365519058,0.0781404299689571,-7.04273637783111,"stable"
"Igsf23",-0.513751450495988,-0.798552449805849,-2.04280089782887,0.0605845179481612,0.0781779752773944,-7.0432644324796,"stable"
"Hint1",0.0801738512677704,7.68156879990138,2.04098238490257,0.0607864604342015,0.0784311971655712,-7.046323988424,"stable"
"Amd2",0.401794263056702,0.237439777745676,2.04086760939964,0.060799226783471,0.0784403053517343,-7.046517043276,"stable"
"ENSMUSG00000121075",0.329512462787428,1.12585114494401,2.04062027074808,0.0608267463628566,0.07846844396575,-7.0469330523407,"stable"
"Rrp1",-0.0456405870623799,7.04110023595071,-2.03975701033352,0.0609228848605181,0.0785850895845106,-7.04838479313473,"stable"
"Gm15421",-0.471510889206236,-0.228863300873485,-2.03875372301973,0.0610347932132426,0.0787220531083715,-7.05007160124453,"stable"
"Ifi203-ps",0.442250677571221,0.255599452686239,2.03866719415328,0.0610444536348041,0.078727124965445,-7.05021705968064,"stable"
"Ttn",0.637411939123455,-1.00873544230353,2.03771668188867,0.0611506651073102,0.0788567030620071,-7.05181468945442,"stable"
"ENSMUSG00000120153",-0.734800979957676,-0.485230707372409,-2.03745442197049,0.0611800002552214,0.0788871304538664,-7.05225542770883,"stable"
"Scmh1",-0.104158819286312,5.06943238020456,-2.03577314011446,0.0613683678962201,0.0791225936553142,-7.0550801626698,"stable"
"Jmjd8",-0.136794415870132,3.76814322314835,-2.0350054709185,0.061454553211039,0.0792262807740849,-7.05636951158995,"stable"
"Gm13077",-0.744225310435896,-0.484709011096178,-2.03406389109185,0.0615604151273437,0.0793553128409503,-7.05795059606334,"stable"
"Ccdc84",0.149547644294039,3.71709247280995,2.03366055255664,0.0616058137566636,0.0794063869709823,-7.05862775426372,"stable"
"Copg2",-0.0688074682277272,5.98221019294121,-2.03354169747879,0.0616191976097995,0.0794161901677686,-7.05882728419703,"stable"
"Zcchc2",0.0689047793769273,5.4468286448975,2.0323712964089,0.061751135102247,0.0795787717623331,-7.06079177791664,"stable"
"Synj1",0.0652020318065844,5.72361820063075,2.03119767013981,0.0618836966954085,0.079742127074976,-7.06276107116232,"stable"
"Fam98b",0.0655642450091461,5.8994187274925,2.03112836787641,0.0618915325827168,0.0797447477094647,-7.06287733807577,"stable"
"Csnk2a1-ps3",0.387683002459549,4.43367985479258,2.03035024997864,0.0619795756073234,0.0798507018323071,-7.06418262236351,"stable"
"3110056K07Rik",-0.257528348228842,1.44102637589771,-2.02993613963497,0.0620264785339368,0.0799036386700185,-7.0648771775918,"stable"
"Txndc11",-0.0696822123871979,6.3359568090999,-2.02941956179608,0.0620850328138456,0.0799715736638701,-7.06574348610137,"stable"
"Zfp983",-0.208394480580398,2.8507301764457,-2.0289536405397,0.0621378886840925,0.0800321565058727,-7.06652474037494,"stable"
"Abhd14a",-0.157983180004289,3.53904694306032,-2.02857240289435,0.0621811684578022,0.0800803906035032,-7.06716392533697,"stable"
"ENSMUSG00000119994",-0.367086522995606,1.21071562298922,-2.02852112963094,0.0621869913352146,0.0800803906035032,-7.06724988538476,"stable"
"Dnal4",-0.108293591530551,4.91910777572536,-2.02833700004397,0.0622079062442907,0.0800998185705013,-7.06755857044626,"stable"
"Cox16",0.209382238837678,2.61706662818193,2.02826274009198,0.0622163431101672,0.0801031774900363,-7.0676830596555,"stable"
"Stoml1",0.136067587333908,3.61737573972094,2.02768987067895,0.0622814636116575,0.0801795087934264,-7.06864333355865,"stable"
"Rbp2",-0.539284261738715,-0.485917820528827,-2.02762522833587,0.0622888157092461,0.0801814632488413,-7.06875168122866,"stable"
"Oaz2-ps",-0.36148707807315,0.530941074291292,-2.02362972853325,0.0627447933985322,0.0807608578825085,-7.07544493873522,"stable"
"Tob2",-0.0699523936552486,5.67018111995696,-2.02342664741531,0.0627680511919515,0.0807832283530462,-7.07578494851887,"stable"
"Ddx41",0.0667651370830856,5.45165432273238,2.02143898895799,0.0629961050340261,0.0810691449052111,-7.0791118178531,"stable"
"Mphosph6",-0.0976903074880203,4.44425193983766,-2.02076759923057,0.063073308469983,0.0811608980068764,-7.08023516315405,"stable"
"Zfp932",-0.127007797075864,3.93172624331148,-2.02031861092937,0.0631249862750048,0.0812197913652561,-7.08098628095188,"stable"
"Ulk4",-0.363343458858944,1.10748720186181,-2.01987280196905,0.0631763365674872,0.0812782523433066,-7.0817319900389,"stable"
"Top1mt",-0.363889802401519,0.866154402698034,-2.01948527672765,0.0632210046028029,0.0813281062580422,-7.08238013451927,"stable"
"Eme2",-0.193370636127191,2.22361011535927,-2.01919080577902,0.063254966116152,0.0813641791577345,-7.08287259833219,"stable"
"Btbd18",0.565052306460829,-1.39832133576211,2.01852568782091,0.0633317361598581,0.0814553043029281,-7.08398477629081,"stable"
"Kmt2d",0.0584919100740819,8.10323051393114,2.01703376448151,0.0635042496111065,0.0816695430574574,-7.08647877107568,"stable"
"AI597479",0.0806098984296379,5.34075870582769,2.01664075552332,0.0635497655062341,0.081720431990801,-7.08713558259633,"stable"
"Abi2",-0.0644995288262526,6.033036723364,-2.01592428431091,0.0636328197985739,0.0818195785678361,-7.08833279670043,"stable"
"Gm44169",0.560157454378789,-0.561587162900068,2.01559743030822,0.0636707421924646,0.0818606810751388,-7.08887888831712,"stable"
"BC065397",-0.417493413185649,0.54119536063749,-2.01460971720438,0.0637854649989827,0.0820005079923317,-7.09052881682135,"stable"
"Gm44986",-0.550576063061756,-0.577509769210697,-2.01324849341362,0.0639438815611721,0.0821964747640057,-7.09280195278135,"stable"
"9430037G07Rik",0.323165586913553,1.19316803474092,2.0117417916449,0.0641196489622838,0.0824147063815233,-7.09531704502998,"stable"
"ENSMUSG00000121192",0.405287418106753,0.029392396073699,2.01092830755181,0.0642147315680942,0.0825292005490824,-7.09667454103038,"stable"
"Gm49396",-0.426753980199117,0.359870951673193,-2.01065112218622,0.0642471593727552,0.0825631564674285,-7.09713702349139,"stable"
"Gm6750",-0.46026676062425,-0.575703155918741,-2.01059799188892,0.0642533767782222,0.082563426555711,-7.09722566714879,"stable"
"Nup37",0.108845269029546,4.43164535249094,2.00944704079446,0.0643881985869494,0.0827289334747155,-7.0991456218835,"stable"
"Glis1",0.529841800387338,-0.785818053579366,2.00882521374055,0.0644611468672815,0.0828149189141818,-7.10018266945669,"stable"
"Ythdf2",-0.0578036450410419,6.15702879286011,-2.008674266151,0.0644788663691448,0.0828299410578116,-7.10043438464522,"stable"
"Dnajb6-ps",0.24484230809057,1.54652666799672,2.00853658717106,0.0644950321801796,0.0828429646994756,-7.10066396448967,"stable"
"Gm6252",-0.300703897142139,0.931391690658303,-2.00721049083801,0.0646509282182602,0.0830354506524407,-7.10287478918751,"stable"
"Zc3h11a",-0.081926323238175,4.76962893673198,-2.00643664680949,0.0647420607951901,0.0831447284217055,-7.10416454624889,"stable"
"4732471J01Rik",-0.336875329579556,0.593057802294143,-2.00580945423946,0.0648160090994726,0.0832319190005747,-7.10520968046198,"stable"
"Rnf7",0.0733076952561219,5.6146473052731,2.00541440663452,0.0648626263524727,0.0832840000549686,-7.10586788331412,"stable"
"3000002C10Rik",0.295029206910855,0.996608035010923,2.00515787366367,0.0648929147437393,0.0833079579698703,-7.10629526383435,"stable"
"Zranb1",-0.0732265972484806,5.39849717757513,-2.005153697789,0.0648934078889284,0.0833079579698703,-7.10630222053734,"stable"
"Gm49493",-0.611034522135033,-1.08479656543969,-2.00468912403082,0.064948292630941,0.0833706298608064,-7.10707611681658,"stable"
"Ndufab1-ps",0.326017510334828,1.44768544153378,2.00321577359031,0.0651226354787823,0.0835866176709362,-7.10952980074811,"stable"
"E030022I16Rik",-0.52920353672094,-0.907693068310216,-2.00205171623071,0.0652606822354952,0.0837559825048693,-7.11146769258891,"stable"
"Gm8991",0.346629091780315,0.484838321907126,2.00192138793655,0.0652761546628397,0.0837680177111175,-7.11168462104706,"stable"
"Usp28",-0.084189734202533,4.98971057174345,-1.99931612826669,0.065586153301741,0.0841579769376462,-7.11601938214031,"stable"
"Gm17300",0.228792842515355,1.97019980730558,1.99910930494092,0.0656108207378353,0.0841817699982084,-7.11636337166466,"stable"
"Bloc1s3",0.115636260452431,3.92602569199378,1.99863445664919,0.0656674871362291,0.0842466109586794,-7.11715306722739,"stable"
"Plag1",-0.292417920927661,1.30142035933433,-1.99814815261562,0.0657255670207497,0.0843132530458451,-7.11796170685585,"stable"
"Gm9844",-0.346664035162513,0.865834872123605,-1.99727465904117,0.0658300074507053,0.0844344074548479,-7.11941390280299,"stable"
"Il11ra1",0.112917296658819,4.39119894601475,1.9972555121122,0.0658322984783287,0.0844344074548479,-7.11944573092453,"stable"
"Egr3",0.536243094364101,-0.723580859116628,1.99701775352711,0.0658607535811852,0.0844630211085015,-7.11984094522417,"stable"
"Ubr7",-0.071590434294506,5.87628653990376,-1.99643579385022,0.0659304503714652,0.0845445148260327,-7.12080819816263,"stable"
"Zfp438",0.215905170009712,2.12284852131069,1.99614616605156,0.0659651619788557,0.0845811350160829,-7.12128951935913,"stable"
"Terf2ip",-0.0829724918620367,4.843092397431,-1.9959707011659,0.0659861994029226,0.0846002168464336,-7.12158109885397,"stable"
"Gm43633",0.610157903025413,-1.56840462332222,1.99426434546138,0.0661911037257954,0.08485500695899,-7.12441590274594,"stable"
"Epn1",-0.0443471796480919,7.42465272380744,-1.9932881965157,0.0663085840897446,0.0849976851081374,-7.12603699539892,"stable"
"Srprb",-0.0502042997807302,6.74004697489157,-1.99245877169614,0.0664085558580207,0.0851178953383043,-7.12741407736492,"stable"
"Gm37249",0.475551424817774,-0.363583443340657,1.99100403524538,0.0665842301675846,0.0853351043848641,-7.12982858757677,"stable"
"Cyb561d1",0.177327238949738,2.93664711151674,1.99016327867286,0.0666859537149857,0.0854575056278568,-7.13122359367567,"stable"
"Gm20707",0.211729652827659,2.12061042706721,1.98986526359102,0.0667220447872785,0.0854957844076408,-7.13171798985883,"stable"
"Zfp408",-0.109274080659594,4.32997190850537,-1.98830066671938,0.0669118180942416,0.0857309618614017,-7.13431292438889,"stable"
"Rapgef1",-0.0433733991600571,7.69095354151546,-1.98761386618851,0.0669952772655431,0.0858298928726346,-7.13545164699893,"stable"
"Mterf1b",-0.290582664292836,1.45462580259539,-1.98638679415879,0.0671446263766195,0.0860132113822592,-7.13748560081384,"stable"
"Tmem143",0.125048377312422,4.05652670052925,1.98567531637604,0.0672313608369094,0.0861162929489732,-7.13866460260067,"stable"
"Retreg3",0.060703194550598,6.13795420888149,1.98500343993935,0.0673133615401337,0.0862132924245269,-7.13977776443557,"stable"
"Cep70",0.107343623326519,4.26826750874332,1.98399031736889,0.067437183146989,0.0863638320138107,-7.14145590451272,"stable"
"Wdr37",-0.0839403540019457,4.87104892750706,-1.98269850727847,0.0675953670238978,0.086558345697983,-7.14359497096926,"stable"
"Kcnk4",0.442878953472798,-0.514901061163215,1.98247882344563,0.0676223012873279,0.0865847688553228,-7.1439586610046,"stable"
"Adprm",0.163194387042573,3.38244075481419,1.98159400255562,0.0677308837053258,0.0867157210662318,-7.14542326821353,"stable"
"Sarnp",0.208250893899627,5.25908482097571,1.98129151947218,0.0677680399666697,0.086755210627972,-7.14592387217891,"stable"
"Bloc1s1",-0.641296523483702,-0.275357522889053,-1.98091630251783,0.0678141565322524,0.086806162557444,-7.14654479008102,"stable"
"Pmp22",0.0569073109595157,5.83654485636709,1.98060107916655,0.0678529216423528,0.0868476955720336,-7.14706637838897,"stable"
"Gm16144",0.550994908815294,-0.663468779964819,1.97856173593674,0.0681042023594359,0.087161202833419,-7.15043968273855,"stable"
"Exoc7",0.0597359968196698,6.28822999422358,1.9780148918989,0.0681717268150374,0.0872394984493365,-7.15134389426973,"stable"
"Pus10",-0.0775689521793202,5.20669605041584,-1.9774721770694,0.068238801795529,0.0873172043457546,-7.15224113986884,"stable"
"Mks1",-0.171523404441071,3.31563726287007,-1.97718246270598,0.0682746326996091,0.0873549201101683,-7.1527200549658,"stable"
"Ldha-ps2",-0.225652454800899,2.11987989367743,-1.97558166553536,0.0684729236075033,0.0876004711962696,-7.15536555972039,"stable"
"Med16",0.0766517255263493,5.44087813656193,1.97549084681494,0.0684841890658571,0.0876067288273585,-7.15551561231252,"stable"
"Gm48653",-0.543820839132221,-1.31384984700943,-1.97159391730613,0.0689691728668731,0.0882189215339511,-7.16195055602903,"stable"
"Irx5",-0.102392661484339,4.45072684601165,-1.97082661526339,0.0690650340247728,0.088333317293549,-7.16321675033784,"stable"
"2610507I01Rik",-0.159470981565099,3.37533908527044,-1.97018607207935,0.0691451518677766,0.0884275581344302,-7.16427355631293,"stable"
"Avl9",-0.0732247321501666,5.57560475848259,-1.96994172132084,0.0691757370854887,0.0884584416173202,-7.16467664974411,"stable"
"Zfp11",-0.184859170087861,3.05078858291317,-1.9696445262874,0.0692129534077828,0.0884977980869446,-7.16516687989158,"stable"
"Mcmbp",0.0524830440680947,6.94836909892544,1.96796468089766,0.0694236558262146,0.0887589512256273,-7.16793704182509,"stable"
"Zfp710",0.100651960659956,4.7584540849462,1.96772988115786,0.0694531532003718,0.0887884045750079,-7.16832413418293,"stable"
"Anapc15-ps",0.53200289506034,-1.31412967038907,1.96647012670316,0.0696116085083894,0.0889701132040428,-7.17040052932156,"stable"
"Gm6091",0.515936313876609,-0.488378004025583,1.96645301880674,0.0696137626511882,0.0889701132040428,-7.17042872232262,"stable"
"Gm33378",-0.550288766417307,-1.12250854916673,-1.96644548186932,0.069614711684828,0.0889701132040428,-7.17044114279379,"stable"
"Thoc7",-0.108766284665902,4.51186540022849,-1.96428634906121,0.0698870706078735,0.0893098929274397,-7.17399817349549,"stable"
"Lrba",0.0662431261141661,5.74948720682306,1.96413966639571,0.0699056087305276,0.0893252776489747,-7.17423974368665,"stable"
"Poc1b",0.0918539880135367,4.44556363659781,1.96362631420141,0.0699705227444876,0.0893999130426919,-7.17508509804351,"stable"
"Dnd1",0.169547503275149,3.16101697806306,1.96282619810068,0.0700718078972156,0.0895210009053106,-7.17640242747549,"stable"
"Cenpp",0.171513852863112,2.63292735818849,1.96087592016074,0.0703192494987181,0.0898287726657108,-7.17961213903279,"stable"
"Dop1a",-0.0733693004800988,5.09619788711719,-1.9592594334287,0.0705249441000478,0.0900831627984253,-7.1822711391831,"stable"
"Pdha1",0.0646470912792866,7.47481975042009,1.95811313801552,0.0706711396266756,0.0902615131520332,-7.18415595759442,"stable"
"Riok2",0.0716015215325413,5.58725521139942,1.95731035431392,0.0707736887613344,0.0903840901631462,-7.18547557828379,"stable"
